business,company_name,deadline,keyword,link,location,position,salary_condition
Maximizing Data. Maximizing Performance.,에이비일팔공,07.31 마감,"Hadoop, spark, Python, MySQL, Amazon AWS, Amazon EMR, druid, datawarehouse, Scala, Amazon DynamoDB, Elasticsearch, Redis, Git, nginx, Kafka, Amazon SQS, CircleCI, Jenkins, Airflow, 산업기능요원",https://www.rocketpunch.com/jobs/42600/%EB%8D%B0%EC%9D%B4%ED%84%B0-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4,서울특별시 서초구,데이터 엔지니어,"6,000 - 120,000만원 / 경력"
기술을 통해 더 나은 미래교육을 만듭니다.,클래스팅,수시채용,"Java, Python, Node.js, JavaScript",https://www.rocketpunch.com/jobs/5206/React-Native-Engineer-%EB%AA%A8%EB%B0%94%EC%9D%BC-%EA%B0%9C%EB%B0%9C%EC%9E%90,서울특별시 강남구,React Native Engineer 모바일 개발자,"6,000 - 10,000만원 / 경력"
엘리스는 온라인 프로그래밍 교육 플랫폼입니다,엘리스,12.31 마감,Python,https://www.rocketpunch.com/jobs/44644/%EC%BB%A8%ED%85%90%EC%B8%A0-%EA%B0%9C%EB%B0%9C%EC%9E%90Contents-SW-Engineer%EC%A0%84%EB%AC%B8%EC%97%B0%EA%B5%AC%EC%9A%94%EC%9B%90-%EC%A7%80%EC%9B%90%EA%B0%80%EB%8A%A5,"서울특별시 서초구, 대전광역시 유성구",컨텐츠 개발자(Contents SW Engineer/전문연구요원 지원가능),"2,800 - 5,500만원 / 신입, 경력"
"세상에서 가장 큰 제품을 만드는, 드론 데이터 스타트업",엔젤스윙,수시채용,"Ruby On Rails, Python, C++, Amazon AWS, 영어",https://www.rocketpunch.com/jobs/65294/%EB%B0%B1%EC%97%94%EB%93%9C-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4-%EC%82%B0%EC%97%85%EA%B8%B0%EB%8A%A5%EC%9A%94%EC%9B%90-%ED%95%99%EC%82%AC-%EC%A0%84%EC%A7%81-%EA%B0%80%EB%8A%A5,서울특별시 관악구,백엔드 엔지니어 (산업기능요원 학사 전직 가능),"신입, 경력"
엘리스는 온라인 프로그래밍 교육 플랫폼입니다,엘리스,03.28 마감,"Python, Back-end, PostgreSQL, 서버관리, Docker",https://www.rocketpunch.com/jobs/30704/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90Backend-Software-Engineer%EC%A0%84%EB%AC%B8%EC%97%B0%EA%B5%AC%EC%9A%94%EC%9B%90-%EC%A7%80%EC%9B%90%EA%B0%80%EB%8A%A5,"서울특별시 서초구, 대전광역시 유성구",백엔드 개발자(Backend Software Engineer/전문연구요원 지원가능),"3,200 - 6,000만원 / 최대 1.0% / 신입, 경력"
P2P금융 국내 대표기업,에잇퍼센트,수시채용,"Python, Django, Back-end, GitHub, Git",https://www.rocketpunch.com/jobs/68088/8%ED%8D%BC%EC%84%BC%ED%8A%B8-Python-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EC%8B%A0%EC%9E%85%EA%B2%BD%EB%A0%A5-%EC%82%B0%EC%97%85%EA%B8%B0%EB%8A%A5%EC%9A%94%EC%9B%90-%EC%A0%84%EC%A7%81%EB%B3%B4%EC%B6%A9%EC%97%AD-%EA%B0%80%EB%8A%A5,서울특별시 영등포구,"8퍼센트 Python 개발자 (신입/경력, 산업기능요원 전직/보충역 가능)","신입, 경력"
데이터킹(주)은 360°VR 및 빅데이터 융합기술벤처기업입니다,데이터킹,04.30 마감,"PHP, MySQL, Python, Java, Android, iOS, MongoDB, Node.js, 풀스택개발",https://www.rocketpunch.com/jobs/55061/%EB%B0%B1%EC%95%A4%EB%93%9C-SW%EA%B0%9C%EB%B0%9C%EC%9E%90%EC%A0%95%EA%B7%9C%EC%A7%81,경기도 안양시,백앤드  S/W개발자(정규직),"신입, 경력"
P2P금융 국내 대표기업,에잇퍼센트,수시채용,"Python, Django, Back-end, GitHub, Amazon AWS, Git, Front-end, Vue.js",https://www.rocketpunch.com/jobs/67439/8%ED%8D%BC%EC%84%BC%ED%8A%B8-Python-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EC%8B%A0%EC%9E%85%EA%B2%BD%EB%A0%A5-%EC%82%B0%EC%97%85%EA%B8%B0%EB%8A%A5%EC%9A%94%EC%9B%90-%EC%A0%84%EC%A7%81%EB%B3%B4%EC%B6%A9%EC%97%AD-%EA%B0%80%EB%8A%A5,서울특별시 영등포구,"8퍼센트 Python 개발자 (신입/경력, 산업기능요원 전직/보충역 가능)","신입, 경력"
데이터킹(주)은 360°VR 및 빅데이터 융합기술벤처기업입니다,데이터킹,03.15 마감,"PHP, Python, Java, Android, iOS, MongoDB, Node.js, 풀스택개발, Web Service, Front-end",https://www.rocketpunch.com/jobs/25780/AdonisJS-ReactJS-%EB%B0%8F-%EA%B8%B0%ED%83%80-%EB%8F%84%EA%B5%AC-%EB%B0%8F-%ED%94%84%EB%A0%88%EC%9E%84-%EC%9B%8C%ED%81%AC%EB%A5%BC-%EA%B8%B0%EB%B0%98%EC%9C%BC%EB%A1%9C-%EC%9B%B9-%ED%94%84%EB%A1%9C%EC%A0%9D%ED%8A%B8%EB%A5%BC-%EC%88%98%ED%96%89-%ED%95%A0-%EC%86%8C%ED%94%84%ED%8A%B8%EC%9B%A8%EC%96%B4-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4%EB%A5%BC-%EC%B0%BE%EA%B3%A0-%EC%9E%88%EC%8A%B5%EB%8B%88%EB%8B%A4,경기도 안양시,"- AdonisJS, ReactJS 및 기타 도구 및 프레임 워크를 기반으로 웹 프로젝트를 수행 할 소프트웨어 엔지니어를 찾고 있습니다","신입, 경력"
기업 복지 B2C 플랫폼 리프레쉬클럽과 프리미엄 골프시설 할인 이용 플랫폼인  리프레쉬골프를 운영하고 있습니다. :),에이치앤비라이프,03.31 마감,"python3, Django, Python, Django REST framework, aws-ec2, PostgreSQL",https://www.rocketpunch.com/jobs/62050/Python-Django-%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,서울특별시 강남구,Python / Django 백엔드 개발자,"3,000 - 5,000만원 / 경력"
중산층을 위한 자산관리의 혁명,두물머리,04.15 마감,"Data Science, quantitative-finance, Python, Excel, machine-learning, artificial-intelligence, R, 한국어, 영어",https://www.rocketpunch.com/jobs/63964/%ED%80%80%ED%8A%B8-data-scientist,서울특별시 마포구,퀀트 / data scientist,"인턴, 신입, 경력"
대한민국 최초의 중고차 구독 서비스,더트라이브,03.29 마감,"react-native, JavaScript, Amazon AWS, Back-end, 풀스택개발, Python",https://www.rocketpunch.com/jobs/70230/APP-%EA%B0%9C%EB%B0%9C%EC%9E%90react-native,,APP 개발자(react native),경력
"'당뇨환자도 맛있게 먹을 권리가 있다'는 비전 아래, 당뇨 환자를 위한 식이요법을 연구하고 또 제공하고 있는 식이요법 연구기업입니다.",닥터키친,03.15 마감,"Python, Django, Amazon AWS, Back-end, 서버관리, 풀스택개발, GitHub, devops, React, JavaScript",https://www.rocketpunch.com/jobs/61776/%EB%B0%B1%EC%97%94%EB%93%9C-%EA%B0%9C%EB%B0%9C%EC%9E%90,서울특별시 서초구,백엔드 개발자,경력
새로운 시대를 향한 위대한 여정을 같이 할 당신을 기다립니다.,알투브이,03.31 마감,"Python, 스트리밍데이터, 데이터전처리, Kafka, Data Engineering, 데이터엔지니어, 빅데이터 엔지니어, 빅데이터, 데이터 엔지니어, 데이터, Data Science, bigdata, 데이터사이언스",https://www.rocketpunch.com/jobs/70001/%EB%8D%B0%EC%9D%B4%ED%84%B0-%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4,서울특별시 영등포구,데이터 엔지니어,"3,000 - 9,000만원 / 1.0% - 1.0% / 경력"
야생에서 살아남을수 있는 스타트업을 구축&육성.,와일드벤처스,03.28 마감,"Android, Java, Python, iOS, PHP, Node.js, Back-end, 서버관리, Amazon AWS, Front-end, 풀스택개발, JavaScript, MySQL",https://www.rocketpunch.com/jobs/70191/%EA%B0%9C%EB%B0%9C%EC%9E%90-%EC%A0%84%EA%B2%A9-%EB%AA%A8%EC%A7%91-%EC%97%B4%EC%A0%95-%ED%98%B9%EC%9D%80-%EC%8B%A4%EB%A0%A5-%EB%B3%B4%EC%9C%A0%ED%95%98%EC%8B%A0%EB%B6%84,원격근무 가능,개발자 전격 모집. 열정 혹은 실력 보유하신분,"0.1% - 20.0% / 인턴, 신입, 경력"
"프리미엄 모바일 소개팅 '아만다: 아무나 만나지 않는 당신을 위한 소개팅', '너랑나랑 - 매일 16명 소개팅' 개발 및 서비스사",넥스트매치,03.27 마감,"Ruby, Ruby On Rails, Python, Amazon AWS, Google Cloud Platform (GCP), TDD",https://www.rocketpunch.com/jobs/70146/%EC%A0%95%EA%B7%9C%EC%A7%81-%EC%A3%BC%EC%8B%9D%ED%9A%8C%EC%82%AC-%EB%84%A5%EC%8A%A4%ED%8A%B8%EB%A7%A4%EC%B9%98-%EC%84%9C%EB%B2%84-%EA%B0%9C%EB%B0%9C%EC%9E%90-%EB%AA%A8%EC%A7%91,서울특별시 강남구,[정규직] 주식회사 넥스트매치 - 서버 개발자 모집,경력
